Sample;Ch1;Ch2;Ch3;Ch4
0;0.03593262657523155;0.003001125529408455;0.004980079829692841;0.003990024793893099
1;0.006986899767071009;0.005001875571906567;-0.0009960159659385681;0.006982543505728245
2;0.001996257109567523;0.0010003751376643777;0.0039840638637542725;-0.0009975061984732747
3;-0.009981284849345684;0.0;-0.0029880478978157043;0.005985037423670292
4;0.02195882797241211;0.0;0.0009960159659385681;0.006982543505728245
5;0.0009981285547837615;0.0;-0.0019920319318771362;0.006982543505728245
6;0.02694946900010109;0.007002626080065966;0.01095617562532425;0.007980049587786198
7;-0.014971927739679813;0.007002626080065966;0.0019920319318771362;0.005985037423670292
8;0.012975670397281647;0.008003001101315022;-0.0009960159659385681;0.005985037423670292
9;0.001996257109567523;-0.0020007502753287554;0.008964143693447113;0.0
10;0.01197754219174385;0.005001875571906567;-0.0029880478978157043;0.007980049587786198
11;-0.004990642424672842;0.00600225105881691;0.0;0.016957605257630348
12;0.001996257109567523;-0.0020007502753287554;0.004980079829692841;0.0009975061984732747
13;-0.008983156643807888;0.0;0.0029880478978157043;0.0
14;0.008983156643807888;0.0020007502753287554;0.0029880478978157043;0.009975062683224678
15;-0.030941983684897423;0.011004126630723476;0.0029880478978157043;0.002992518711835146
16;0.007985028438270092;0.011004126630723476;0.0019920319318771362;0.0009975061984732747
17;0.05789145454764366;0.005001875571906567;0.01095617562532425;0.006982543505728245
18;0.030941983684897423;-0.0010003751376643777;0.0039840638637542725;0.003990024793893099
19;-0.017966313287615776;0.008003001101315022;-0.006972111761569977;-0.0019950123969465494
20;-0.03194011375308037;0.0;0.0029880478978157043;0.0009975061984732747
21;0.054897066205739975;0.010003751143813133;0.004980079829692841;0.010972568765282631
22;0.06687460839748383;0.004001500550657511;0.009960159659385681;0.002992518711835146
23;-0.004990642424672842;0.008003001101315022;0.008964143693447113;0.003990024793893099
24;-0.0489082969725132;0.010003751143813133;0.0039840638637542725;0.00897755566984415
25;-0.004990642424672842;-0.003001125529408455;0.0019920319318771362;0.010972568765282631
26;0.02195882797241211;-0.004001500550657511;0.005976095795631409;0.0009975061984732747
27;0.04291952773928642;0.0010003751376643777;0.006972111761569977;-0.004987531341612339
28;-0.012975670397281647;0.004001500550657511;0.0019920319318771362;0.0
29;0.0;0.00600225105881691;0.0;0.0019950123969465494
30;-0.005988771095871925;0.0;0.004980079829692841;-0.003990024793893099
31;-0.022956956177949905;0.008003001101315022;0.01095617562532425;0.00897755566984415
32;0.0009981285547837615;0.008003001101315022;0.0;0.005985037423670292
33;0.0239550843834877;0.003001125529408455;-0.0029880478978157043;0.0
34;-0.013973799534142017;0.004001500550657511;0.0039840638637542725;0.0009975061984732747
35;-0.0029943855479359627;-0.0010003751376643777;0.0019920319318771362;0.019950125366449356
36;0.0009981285547837615;0.003001125529408455;0.0009960159659385681;-0.002992518711835146
37;0.013973799534142017;-0.0010003751376643777;0.008964143693447113;0.010972568765282631
38;-0.010979413986206055;0.0;0.007968127727508545;0.0
39;0.006986899767071009;0.0020007502753287554;0.007968127727508545;0.004987531341612339
40;0.02894572727382183;0.003001125529408455;0.0039840638637542725;-0.002992518711835146
41;-0.034934498369693756;0.003001125529408455;0.006972111761569977;0.002992518711835146
42;0.0009981285547837615;0.0010003751376643777;0.008964143693447113;0.003990024793893099
43;0.013973799534142017;0.003001125529408455;-0.0009960159659385681;0.0009975061984732747
44;0.09482220560312271;0.004001500550657511;-0.0019920319318771362;0.003990024793893099
45;0.019962569698691368;0.0020007502753287554;0.0039840638637542725;0.004987531341612339
46;0.015970056876540184;0.008003001101315022;-0.0009960159659385681;0.004987531341612339
47;-0.017966313287615776;0.0020007502753287554;0.007968127727508545;0.003990024793893099
48;0.039925139397382736;0.0020007502753287554;-0.0019920319318771362;0.003990024793893099
