Sample;Ch1;Ch2;Ch3;Ch4
0;0.01696818508207798;0.0010003751376643777;0.0029880478978157043;0.002992518711835146
1;0.013973799534142017;0.005001875571906567;0.0039840638637542725;-0.0019950123969465494
2;-0.005988771095871925;-0.004001500550657511;0.0029880478978157043;0.007980049587786198
3;-0.0009981285547837615;0.003001125529408455;0.0009960159659385681;0.002992518711835146
4;-0.008983156643807888;0.008003001101315022;0.004980079829692841;0.005985037423670292
5;0.004990642424672842;-0.003001125529408455;0.007968127727508545;0.004987531341612339
6;0.022956956177949905;-0.003001125529408455;0.006972111761569977;0.005985037423670292
7;0.010979413986206055;0.00600225105881691;0.011952191591262817;0.0019950123969465494
8;0.005988771095871925;0.003001125529408455;0.0009960159659385681;0.004987531341612339
9;0.0029943855479359627;0.0020007502753287554;0.009960159659385681;0.002992518711835146
10;0.004990642424672842;0.004001500550657511;0.004980079829692841;0.003990024793893099
11;0.013973799534142017;-0.0010003751376643777;0.006972111761569977;0.0
12;-0.001996257109567523;0.005001875571906567;0.0019920319318771362;0.007980049587786198
13;-0.0009981285547837615;0.0010003751376643777;0.0029880478978157043;0.006982543505728245
14;-0.005988771095871925;0.0;0.007968127727508545;0.006982543505728245
15;0.006986899767071009;0.003001125529408455;-0.0019920319318771362;0.004987531341612339
16;0.018964441493153572;0.005001875571906567;0.004980079829692841;0.002992518711835146
17;-0.001996257109567523;0.0150056267157197;0.004980079829692841;0.004987531341612339
18;0.004990642424672842;0.004001500550657511;0.013944223523139954;-0.00897755566984415
19;0.0029943855479359627;0.005001875571906567;-0.005976095795631409;0.003990024793893099
20;-0.012975670397281647;0.005001875571906567;0.006972111761569977;0.003990024793893099
21;-0.0009981285547837615;-0.0020007502753287554;-0.0009960159659385681;0.003990024793893099
22;-0.001996257109567523;0.0010003751376643777;0.0039840638637542725;0.0019950123969465494
23;-0.001996257109567523;0.011004126630723476;0.0029880478978157043;0.0019950123969465494
24;0.0029943855479359627;0.0020007502753287554;0.017928287386894226;-0.002992518711835146
25;-0.014971927739679813;0.00600225105881691;0.005976095795631409;0.005985037423670292
26;-0.005988771095871925;0.009003376588225365;0.0009960159659385681;-0.003990024793893099
27;0.017966313287615776;0.003001125529408455;0.0019920319318771362;0.0009975061984732747
28;0.013973799534142017;0.008003001101315022;0.0009960159659385681;0.0009975061984732747
29;0.012975670397281647;0.0020007502753287554;0.008964143693447113;0.0009975061984732747
30;0.008983156643807888;0.0010003751376643777;0.013944223523139954;0.005985037423670292
31;0.012975670397281647;0.00600225105881691;0.009960159659385681;-0.0009975061984732747
32;0.012975670397281647;0.003001125529408455;0.0039840638637542725;0.007980049587786198
33;0.004990642424672842;0.0010003751376643777;0.005976095795631409;0.0
34;0.01696818508207798;-0.0020007502753287554;0.007968127727508545;0.005985037423670292
35;0.0;-0.003001125529408455;0.004980079829692841;-0.0009975061984732747
36;0.0;0.011004126630723476;0.007968127727508545;0.0019950123969465494
37;0.007985028438270092;-0.0010003751376643777;-0.0009960159659385681;0.003990024793893099
38;0.005988771095871925;0.0010003751376643777;-0.0029880478978157043;0.0
39;0.0009981285547837615;0.0;0.0019920319318771362;0.007980049587786198
40;-0.009981284849345684;0.0010003751376643777;0.011952191591262817;0.006982543505728245
41;-0.004990642424672842;0.005001875571906567;0.009960159659385681;0.007980049587786198
42;0.005988771095871925;0.003001125529408455;0.006972111761569977;0.003990024793893099
43;-0.003992514219135046;0.00600225105881691;-0.0029880478978157043;0.006982543505728245
44;-0.004990642424672842;-0.0010003751376643777;0.005976095795631409;0.0009975061984732747
45;-0.0009981285547837615;0.003001125529408455;0.007968127727508545;0.002992518711835146
46;0.006986899767071009;0.003001125529408455;0.009960159659385681;0.003990024793893099
47;-0.001996257109567523;0.0;0.011952191591262817;0.00897755566984415
48;0.0;0.003001125529408455;0.006972111761569977;0.002992518711835146
49;0.005988771095871925;0.00600225105881691;0.006972111761569977;0.00897755566984415
50;0.014971927739679813;0.009003376588225365;0.005976095795631409;0.0019950123969465494
51;0.004990642424672842;0.0020007502753287554;0.006972111761569977;0.004987531341612339
52;-0.003992514219135046;0.005001875571906567;0.009960159659385681;0.002992518711835146
53;0.005988771095871925;0.008003001101315022;0.006972111761569977;-0.0019950123969465494
54;0.003992514219135046;0.00600225105881691;0.01095617562532425;-0.003990024793893099
55;0.010979413986206055;0.0010003751376643777;0.0019920319318771362;0.004987531341612339
56;0.0009981285547837615;0.0020007502753287554;0.007968127727508545;-0.0019950123969465494
57;0.0009981285547837615;0.010003751143813133;0.012948207557201385;0.0009975061984732747
58;0.001996257109567523;0.007002626080065966;0.0039840638637542725;-0.0009975061984732747
59;0.017966313287615776;-0.003001125529408455;0.006972111761569977;0.003990024793893099
60;0.005988771095871925;0.003001125529408455;0.006972111761569977;0.002992518711835146
61;0.0029943855479359627;-0.0020007502753287554;0.0019920319318771362;0.005985037423670292
62;-0.006986899767071009;-0.00600225105881691;0.0;-0.003990024793893099
63;-0.004990642424672842;0.005001875571906567;0.0029880478978157043;0.005985037423670292
64;-0.0009981285547837615;0.007002626080065966;0.0029880478978157043;0.0019950123969465494
65;-0.006986899767071009;0.007002626080065966;0.0009960159659385681;0.0019950123969465494
66;0.0;0.00600225105881691;0.0029880478978157043;0.002992518711835146
67;0.01696818508207798;-0.0010003751376643777;0.005976095795631409;0.005985037423670292
68;0.0009981285547837615;0.010003751143813133;0.011952191591262817;0.004987531341612339
69;0.0;0.0010003751376643777;0.007968127727508545;0.004987531341612339
70;-0.0009981285547837615;-0.0020007502753287554;0.008964143693447113;0.0
71;0.0029943855479359627;0.007002626080065966;0.007968127727508545;0.0
72;0.0009981285547837615;-0.005001875571906567;0.007968127727508545;0.002992518711835146
73;0.005988771095871925;0.0010003751376643777;-0.0039840638637542725;-0.0009975061984732747
74;0.0029943855479359627;-0.0010003751376643777;0.004980079829692841;0.004987531341612339
75;0.005988771095871925;0.00600225105881691;0.0019920319318771362;-0.0019950123969465494
76;0.004990642424672842;0.005001875571906567;0.0039840638637542725;0.007980049587786198
77;0.006986899767071009;0.008003001101315022;0.0039840638637542725;0.003990024793893099
78;0.006986899767071009;0.0;0.0009960159659385681;-0.005985037423670292
79;-0.008983156643807888;-0.0010003751376643777;0.0;0.006982543505728245
80;0.0029943855479359627;0.0010003751376643777;0.01095617562532425;0.00897755566984415
81;0.020960697904229164;-0.0010003751376643777;0.006972111761569977;0.005985037423670292
82;0.019962569698691368;-0.0020007502753287554;0.0019920319318771362;0.0
83;-0.010979413986206055;0.003001125529408455;-0.0009960159659385681;0.004987531341612339
84;-0.003992514219135046;0.0020007502753287554;0.0039840638637542725;0.006982543505728245
85;-0.013973799534142017;0.007002626080065966;0.007968127727508545;0.002992518711835146
86;0.013973799534142017;0.010003751143813133;0.01095617562532425;-0.003990024793893099
87;0.0029943855479359627;-0.003001125529408455;0.009960159659385681;0.005985037423670292
88;-0.012975670397281647;-0.0010003751376643777;0.007968127727508545;0.0009975061984732747
89;-0.005988771095871925;0.0;0.007968127727508545;0.006982543505728245
90;-0.004990642424672842;-0.003001125529408455;0.004980079829692841;0.006982543505728245
91;-0.004990642424672842;0.0;0.0009960159659385681;0.0
92;-0.001996257109567523;-0.0010003751376643777;0.008964143693447113;0.002992518711835146
93;0.001996257109567523;0.004001500550657511;-0.0009960159659385681;0.007980049587786198
94;0.015970056876540184;-0.00600225105881691;0.005976095795631409;0.002992518711835146
95;0.004990642424672842;0.005001875571906567;-0.0029880478978157043;0.006982543505728245
96;0.007985028438270092;0.004001500550657511;0.0;0.003990024793893099
97;-0.008983156643807888;0.004001500550657511;0.0019920319318771362;0.007980049587786198
98;0.0009981285547837615;-0.003001125529408455;-0.0009960159659385681;0.004987531341612339
99;-0.014971927739679813;0.0010003751376643777;0.0019920319318771362;0.010972568765282631
100;0.001996257109567523;0.005001875571906567;0.0029880478978157043;0.0019950123969465494
101;0.0029943855479359627;0.007002626080065966;0.0039840638637542725;0.011970074847340584
102;0.005988771095871925;0.0020007502753287554;0.009960159659385681;-0.003990024793893099
103;0.0029943855479359627;0.007002626080065966;0.0039840638637542725;-0.004987531341612339
104;0.0029943855479359627;-0.0020007502753287554;0.007968127727508545;0.004987531341612339
105;0.005988771095871925;-0.005001875571906567;0.0039840638637542725;0.0009975061984732747
106;-0.015970056876540184;0.0010003751376643777;-0.0019920319318771362;0.009975062683224678
107;-0.001996257109567523;0.005001875571906567;0.008964143693447113;0.0009975061984732747
108;0.006986899767071009;0.0010003751376643777;0.0;0.002992518711835146
109;-0.0009981285547837615;0.009003376588225365;0.007968127727508545;0.004987531341612339
110;0.0029943855479359627;0.003001125529408455;0.004980079829692841;-0.0009975061984732747
111;-0.004990642424672842;0.007002626080065966;0.0009960159659385681;0.0009975061984732747
112;0.0029943855479359627;-0.003001125529408455;0.007968127727508545;-0.003990024793893099
113;0.020960697904229164;0.0;0.005976095795631409;-0.002992518711835146
114;0.007985028438270092;0.0020007502753287554;0.0009960159659385681;-0.0009975061984732747
115;-0.013973799534142017;0.0010003751376643777;0.0019920319318771362;0.0019950123969465494
116;-0.003992514219135046;-0.007002626080065966;0.0029880478978157043;0.003990024793893099
117;-0.0009981285547837615;0.0020007502753287554;0.008964143693447113;0.002992518711835146
118;0.010979413986206055;-0.0010003751376643777;0.0009960159659385681;0.0
119;0.012975670397281647;0.003001125529408455;0.0019920319318771362;-0.0019950123969465494
120;0.009981284849345684;-0.003001125529408455;0.0009960159659385681;0.002992518711835146
121;0.003992514219135046;-0.0010003751376643777;0.006972111761569977;0.003990024793893099
122;0.014971927739679813;-0.0010003751376643777;0.011952191591262817;0.006982543505728245
123;0.01197754219174385;0.01200450211763382;0.0009960159659385681;0.007980049587786198
124;0.010979413986206055;0.0;0.0019920319318771362;0.0
125;-0.003992514219135046;-0.0010003751376643777;0.004980079829692841;-0.0019950123969465494
126;0.0;0.0010003751376643777;0.0039840638637542725;0.003990024793893099
127;-0.0009981285547837615;0.0020007502753287554;0.0039840638637542725;0.004987531341612339
128;-0.007985028438270092;0.0010003751376643777;-0.0009960159659385681;0.003990024793893099
129;-0.01197754219174385;0.003001125529408455;0.004980079829692841;0.004987531341612339
130;-0.004990642424672842;-0.003001125529408455;-0.004980079829692841;0.006982543505728245
131;-0.0009981285547837615;0.004001500550657511;0.007968127727508545;0.004987531341612339
132;-0.014971927739679813;-0.004001500550657511;0.006972111761569977;0.003990024793893099
133;-0.020960697904229164;0.00600225105881691;0.0039840638637542725;0.0009975061984732747
134;-0.007985028438270092;-0.0010003751376643777;0.0009960159659385681;0.005985037423670292
135;0.007985028438270092;0.0020007502753287554;0.005976095795631409;0.003990024793893099
136;-0.0009981285547837615;-0.0020007502753287554;0.0019920319318771362;0.002992518711835146
137;-0.0029943855479359627;-0.0020007502753287554;0.008964143693447113;0.003990024793893099
138;0.003992514219135046;0.00600225105881691;-0.0009960159659385681;0.005985037423670292
139;0.004990642424672842;0.0;0.004980079829692841;0.004987531341612339
140;0.017966313287615776;0.003001125529408455;0.006972111761569977;0.0019950123969465494
141;0.007985028438270092;0.011004126630723476;0.009960159659385681;0.0019950123969465494
142;0.004990642424672842;0.003001125529408455;0.0039840638637542725;0.0009975061984732747
143;0.004990642424672842;0.0020007502753287554;0.0009960159659385681;0.010972568765282631
144;0.0;0.003001125529408455;0.008964143693447113;0.003990024793893099
145;0.019962569698691368;-0.0020007502753287554;-0.0029880478978157043;0.0019950123969465494
146;0.006986899767071009;0.0010003751376643777;0.008964143693447113;0.005985037423670292
147;0.009981284849345684;-0.0010003751376643777;0.0039840638637542725;0.002992518711835146
